company_id	company_name	company_type	drug_id	name	phase_highest	indications	technologies	therapy_areas	termination_phase
1140964	Deep Genomics	ancestor	119268	undisclosed gene therapy (oligonucleotide, retinopathy), Deep Genomics	No Development Reported	[]	['Biological therapeutic', 'Oligonucleotide', 'Ophthalmic formulation']	['Ocular']	Discovery
1140964	Deep Genomics	ancestor	119267	DG-11-P1	No Development Reported	[]	['Biological therapeutic', 'Infusion', 'Intravenous formulation', 'Oligonucleotide']	['Endocrine/Metabolic']	Preclinical
1159823	Engine Biosciences	ancestor	123017	TDP-43 modulators (ALS), Engine Biosciences	Discovery	['Motor neurone disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1026417	e-Therapeutics	ancestor	97525	ETS-6200	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1026417	e-Therapeutics	ancestor	97524	ETS-2400	No Development Reported	[]	['Small molecule therapeutic']	['Cancer']	Discovery
1026417	e-Therapeutics	ancestor	97522	ETS-3100	No Development Reported	[]	['Small molecule therapeutic']	['Immune']	Discovery
1026417	e-Therapeutics	ancestor	97521	ETS-2300	No Development Reported	[]	['Small molecule therapeutic']	['Cancer']	Discovery
1026417	e-Therapeutics	ancestor	90032	dexanabinol (oral, cancer), e-Therapeutics	No Development Reported	[]	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	Phase 1 Clinical
1026417	e-Therapeutics	ancestor	87978	dexanabinol (oral formulation, cancer), e-Therapeutics	No Development Reported	[]	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	Discovery
1026417	e-Therapeutics	ancestor	63104	dexanabinol (intravenous, cancer), e-Therapeutics	No Development Reported	[]	['Infusion', 'Intravenous formulation', 'Small molecule therapeutic']	['Cancer']	Phase 1 Clinical
1026417	e-Therapeutics	ancestor	63101	ETX-1153b	No Development Reported	[]	['Drug combination', 'Intravenous formulation', 'Small molecule therapeutic']	['Infection']	Discovery
1026417	e-Therapeutics	ancestor	63087	nisin + miconazole (oral, Clostridium difficile infection), e-Therapeutics	No Development Reported	[]	['Antibiotic', 'Drug combination', 'Oral formulation', 'Small molecule therapeutic', 'Tablet formulation']	['Infection']	Discovery
1026417	e-Therapeutics	ancestor	63080	ETS-7211	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1026417	e-Therapeutics	ancestor	63077	ETS-6218	No Development Reported	[]	['Drug combination', 'Small molecule therapeutic', 'Systemic formulation unspecified']	['Musculoskeletal']	Phase 2 Clinical
1026417	e-Therapeutics	ancestor	63074	ETS-2123	No Development Reported	[]	['Small molecule therapeutic']	['Cancer']	Discovery
1026417	e-Therapeutics	ancestor	63072	ETX-6201	No Development Reported	[]	['Small molecule therapeutic']	['Ocular']	Discovery
1026417	e-Therapeutics	ancestor	63071	ETX-6765	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1026417	e-Therapeutics	ancestor	59126	ETX-6107	No Development Reported	[]	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Cardiovascular']	Phase 2 Clinical
1026417	e-Therapeutics	ancestor	59122	ETX-9101	No Development Reported	[]	['Drug combination', 'Oral formulation', 'Small molecule therapeutic']	['Respiratory']	Phase 3 Clinical
1026417	e-Therapeutics	ancestor	59076	tramadol (oral, depression), e-Therapeutics	No Development Reported	[]	['Oral controlled release formulation', 'Oral formulation', 'Small molecule therapeutic']	['Neurology/Psychiatric']	Phase 2 Clinical
1026417	e-Therapeutics	ancestor	56696	eTS-5203	No Development Reported	[]	['Small molecule therapeutic']	['Dermatologic']	Discovery
1026417	e-Therapeutics	ancestor	56694	anticancer agents, e-Therapeutics	No Development Reported	[]	['Small molecule therapeutic']	['Cancer']	Discovery
1026417	e-Therapeutics	ancestor	56692	antifungals, e-Therapeutics	No Development Reported	[]	['Small molecule therapeutic']	['Infection']	Discovery
1073911	Evaxion Biotech	ancestor	98225	Acinetobacter baumannii vaccine, Evaxion	Preclinical	['Acinetobacter baumannii infection']	['Biological therapeutic']	['Infection']	
1073911	Evaxion Biotech	ancestor	98223	EVX-B2	Preclinical	['Neisseria gonorrhoeae infection']	['Biological therapeutic']	['Infection', 'Respiratory']	
1073911	Evaxion Biotech	ancestor	98222	EVX-B3	Discovery	['Unidentified indication']	['Biological therapeutic']	['Infection', 'Respiratory']	
1073911	Evaxion Biotech	ancestor	82883	EVX-B1	Preclinical	['Skin infection', 'Staphylococcus aureus infection']	['Biological therapeutic', 'Peptide']	['Infection']	
1073911	Evaxion Biotech	ancestor	146157	EVX-V1	Preclinical	['Cytomegalovirus infection', 'Viral infection']	['Biological therapeutic', 'Injectable formulation', 'Parenteral formulation unspecified']	['Infection']	
1073911	Evaxion Biotech	ancestor	115666	EVX-03	Preclinical	['Cancer', 'Melanoma', 'Non-small-cell lung cancer', 'Solid tumor']	['Biological therapeutic', 'Peptide']	['Cancer']	
1073911	Evaxion Biotech	ancestor	109665	EVX-01	Phase 2 Clinical	['Bladder cancer', 'Metastatic non small cell lung cancer', 'Metastatic renal cancer', 'Stage III melanoma', 'Stage IV melanoma']	['Biological therapeutic', 'Intramuscular formulation', 'Intraperitoneal formulation', 'Liposome formulation', 'Peptide', 'Tumor antigen therapeutic']	['Cancer']	
1073911	Evaxion Biotech	ancestor	109664	EVX-02	Phase 2 Clinical	['Cancer', 'Stage III melanoma', 'Stage IV melanoma']	['Biological therapeutic', 'Intramuscular formulation', 'Peptide']	['Cancer']	
1073911	Evaxion Biotech	ancestor	109663	EVX-B4	Preclinical	['Chronic obstructive pulmonary disease']	['Biological therapeutic', 'Peptide']	['Respiratory']	
1073911	Evaxion Biotech	ancestor	100867	MVA-BN (MRSA), Bavarian Nordic/ Evaxion	Discovery	['MRSA infection']	['Biological therapeutic', 'Virus recombinant']	['Infection']	
1073911	Evaxion Biotech	ancestor	98242	Staphylococcus aureus mAb, Evaxion	No Development Reported	[]	['Biological therapeutic', 'Monoclonal antibody', 'Parenteral formulation unspecified']	['Infection']	Discovery
1102412	Exscientia	ancestor	168087	SARS-CoV-2 MPro inhibitors (COVID-19), Exscientia	Discovery	['Coronavirus disease 19 infection']	['Small molecule therapeutic']	['Infection']	
1102412	Exscientia	ancestor	142450	EXS-617	Phase 2 Clinical	['Advanced solid tumor', 'Metastatic breast cancer', 'Metastatic colorectal cancer', 'Metastatic head and neck cancer', 'Metastatic non small cell lung cancer', 'Metastatic ovary cancer', 'Metastatic pancreas cancer', 'Pancreatic adenocarcinoma', 'Squamous cell carcinoma']	['Oral formulation', 'Small molecule therapeutic', 'Tablet formulation']	['Cancer']	
1102412	Exscientia	ancestor	140425	NLRP3 inflammasome inhibitor (Alzheimers disease), Exscientia/University of Oxford	Discovery	['Alzheimers disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1102412	Exscientia	ancestor	134192	DSP-0038	Phase 1 Clinical	['Alzheimers disease', 'Psychiatric disorder']	['Oral formulation', 'Small molecule therapeutic']	['Neurology/Psychiatric']	
1102412	Exscientia	ancestor	121601	DSP-1181	Phase 1 Clinical	['Obsessive compulsive disorder']	['Oral formulation', 'Small molecule therapeutic']	['Neurology/Psychiatric']	
1102412	Exscientia	ancestor	106173	EXS-21546	Phase 1 Clinical	['Cancer', 'Solid tumor']	['Capsule formulation', 'Immuno-oncology', 'Oral formulation', 'Oral suspension formulation', 'Small molecule therapeutic']	['Cancer']	
1102412	Exscientia	ancestor	106136	dual A2aR checkpoint inhibitor/CD73 checkpoint inhibitor (cancer), Ex scientia/Evotec	Preclinical	['Cancer']	['Immuno-oncology', 'Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1102412	Exscientia	ancestor	101780	multi-target small molecules (cancer), ex scientia/ Evotec	Discovery	['Cancer']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1102412	Exscientia	ancestor	93441	dopamine D4 inverse agonists (cognitive disorders), Ex scientia	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1102412	Exscientia	ancestor	93439	multi-target small molecules (psychiatric disorder), EX scientia/Sunovion	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Preclinical
1102412	Exscientia	ancestor	115552	chronic obstructive pulmonary disease therapy, Exscientia/GSK	No Development Reported	[]	['Small molecule therapeutic']	['Respiratory']	Preclinical
1155639	Finch Therapeutics	ancestor	127176	FIN-525	Preclinical	['Crohns disease']	['Biological therapeutic', 'Freeze drying', 'Natural product', 'Oral formulation']	['Gastrointestinal']	
1155639	Finch Therapeutics	ancestor	127175	FIN-211	Preclinical	['Autism', 'Gastrointestinal disease']	['Biological therapeutic', 'Freeze drying', 'Natural product', 'Oral formulation']	['Gastrointestinal', 'Neurology/Psychiatric']	
1155639	Finch Therapeutics	ancestor	116378	microbiome-derived therapeutic (oral capsule, obesity), Brigham & Women's Hospital/Finch Therapeutics	Phase 2 Clinical	['Obesity']	['Capsule formulation', 'Oral formulation', 'Small molecule therapeutic']	['Other/Miscellaneous']	
1155639	Finch Therapeutics	ancestor	108982	CP-101, Finch Therapeutics Group	Preclinical	['Hepatitis B virus infection', 'Ulcerative colitis']	['Biological therapeutic', 'Capsule formulation', 'Natural product', 'Oral formulation']	['Infection', 'Neurology/Psychiatric', 'Gastrointestinal']	
1155639	Finch Therapeutics	ancestor	105515	FIN-524	Preclinical	['Inflammatory bowel disease', 'Ulcerative colitis']	['Biological therapeutic', 'Natural product', 'Oral formulation']	['Gastrointestinal']	
1138780	Finch Therapeutics Inc	subsidiary	125691	FIN-603	Preclinical	['Cancer', 'Solid tumor']	['Parenteral formulation unspecified', 'Small molecule therapeutic']	['Cancer']	
1138780	Finch Therapeutics Inc	subsidiary	125685	FIN-215	Discovery	['Autism']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1138780	Finch Therapeutics Inc	subsidiary	105427	FIN-403	No Development Reported	[]	['Biological therapeutic', 'Capsule formulation', 'Oral controlled release formulation', 'Oral formulation']	['Infection']	Clinical
1189253	Frontier Medicines	ancestor	145329	FMC-376	Preclinical	['Cancer', 'Colorectal tumor', 'Non-small-cell lung cancer', 'Pancreas tumor']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1115276	Gritstone Oncology	ancestor	150924	GRT-R918	Phase 1 Clinical	['Coronavirus disease 19 infection']	['Biological therapeutic', 'Intramuscular formulation', 'Oligonucleotide']	['Infection']	
1115276	Gritstone Oncology	ancestor	149002	GRT-R914	Phase 1 Clinical	['Coronavirus disease 19 infection']	['Biological therapeutic', 'Intramuscular formulation', 'Oligonucleotide']	['Infection']	
1115276	Gritstone Oncology	ancestor	147200	GRT-R912	Phase 1 Clinical	['Coronavirus disease 19 infection']	['Biological therapeutic', 'Intramuscular formulation', 'Oligonucleotide']	['Infection']	
1115276	Gritstone Oncology	ancestor	134090	HIV vaccine (HIV infection), Gritstone Oncology/Gilead Sciences	Preclinical	['HIV infection']	['Biological therapeutic']	['Infection']	
1115276	Gritstone Oncology	ancestor	130064	CORAL (samRNA vaccine, COVID-19), Gritstone Oncology	Phase 1 Clinical	['Coronavirus disease 19 infection']	['Biological therapeutic', 'Intramuscular formulation', 'Oligonucleotide']	['Infection']	
1115276	Gritstone Oncology	ancestor	113818	bispecific antibody program (BiSAb/EDGE/TCR-mimetic, solid tumor), Gritstone Oncology	Preclinical	['Solid tumor']	['Biological therapeutic', 'Bispecific T cell engager antibody', 'Immuno-oncology', 'Parenteral formulation unspecified']	['Cancer']	
1115276	Gritstone Oncology	ancestor	107761	GRANITE-001	Phase 3 Clinical	['Adenocarcinoma', 'Advanced solid tumor', 'Colorectal tumor', 'Esophagus tumor', 'Metastatic bladder cancer', 'Metastatic colorectal cancer', 'Metastatic non small cell lung cancer', 'Stomach tumor']	['Biological therapeutic', 'Intramuscular formulation', 'Nanoparticle formulation injectable', 'Oligonucleotide', 'Tumor antigen therapeutic']	['Cancer']	
1115276	Gritstone Oncology	ancestor	100585	SLATE-001	Phase 2 Clinical	['Advanced solid tumor', 'Cancer', 'Metastatic colorectal cancer', 'Metastatic non small cell lung cancer', 'Metastatic pancreas cancer', 'Pancreatic ductal adenocarcinoma']	['Biological therapeutic', 'Intramuscular formulation', 'Nanoparticle formulation injectable', 'Oligonucleotide', 'Tumor antigen therapeutic']	['Cancer']	
1115276	Gritstone Oncology	ancestor	103469	ZVexNeo	No Development Reported	[]	['Biological therapeutic', 'Tumor antigen therapeutic']	['Cancer']	Discovery
1108263	Healx	ancestor	30614	gaboxadol	Phase 2 Clinical	['Fragile X syndrome']	['Capsule formulation', 'Oral formulation', 'Small molecule therapeutic']	['Neurology/Psychiatric']	
1108263	Healx	ancestor	148873	nitroxoline (neurofibromatosis type 1-plexiform neurofibroma), Healx	Preclinical	['Neurofibromatosis type I']	['Small molecule therapeutic']	['Cancer']	
1108263	Healx	ancestor	148871	drug candidate (neurofibromatosis type 1-cutaneous neurofibroma), Healx	Preclinical	['Neurofibromatosis type I']	['Small molecule therapeutic']	['Cancer']	
1108263	Healx	ancestor	148870	drug candidate (SARS-CoV-2 infection), Healx	Preclinical	['Coronavirus disease 19 infection']	['Small molecule therapeutic']	['Infection']	
1108263	Healx	ancestor	148869	drug candidate (Angelman syndrome), Healx	Preclinical	['Angelman syndrome']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1108263	Healx	ancestor	148863	drug candidate (bone disease), Healx	Preclinical	['Bone disease']	['Small molecule therapeutic']	['Musculoskeletal']	
1108263	Healx	ancestor	148862	drug candidate (Healnet, autosomal recessive polycystic kidney disease), Healx	Preclinical	['Autosomal recessive polycystic kidney disease']	['Small molecule therapeutic']	['Genitourinary/Sexual Function']	
1108263	Healx	ancestor	148861	drug candidate (neuromuscular diseases), Healx	Preclinical	['Neuromuscular disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1108263	Healx	ancestor	148839	autosomal dominant polycystic kidney disease therapy, Healx	Preclinical	['Autosomal dominant polycystic kidney disease']	[]	['Genitourinary/Sexual Function']	
1108263	Healx	ancestor	148587	drug candidate (renal disease), Healx	Preclinical	['Renal disease']	['Small molecule therapeutic']	['Genitourinary/Sexual Function']	
1108263	Healx	ancestor	148586	drug candidate (liver disease), Healx	Preclinical	['Liver disease']	['Small molecule therapeutic']	['Gastrointestinal']	
1108263	Healx	ancestor	148585	drug candidate (chronic pancreatitis), Healx	Preclinical	['Pancreatitis']	['Small molecule therapeutic']	['Gastrointestinal']	
1108263	Healx	ancestor	148584	drug candidate (facioscapulohumeral muscular dystrophy), Healx	Preclinical	['Facioscapulohumeral muscular dystrophy']	['Small molecule therapeutic']	['Musculoskeletal']	
1108263	Healx	ancestor	148048	HLX-0205	Preclinical	['Fragile X syndrome']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1108263	Healx	ancestor	147438	ibudilast (fragile X syndrome), Healx	Discovery	['Fragile X syndrome']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Neurology/Psychiatric']	
1108263	Healx	ancestor	131766	HLX-0201	Preclinical	['Fragile X syndrome']	['Capsule formulation', 'Oral formulation', 'Small molecule therapeutic']	['Neurology/Psychiatric']	
1108263	Healx	ancestor	97439	NGLY1 gene modulators (congenital disorder of deglycosylation), Healx	No Development Reported	[]	['Small molecule therapeutic']	['Endocrine/Metabolic']	Discovery
1046215	Immuneering	ancestor	145705	IMM-ALL-01	Discovery	['Alzheimers disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1046215	Immuneering	ancestor	145704	IMM-ALL-03	Discovery	['Alzheimers disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1046215	Immuneering	ancestor	145553	RAS induction pathway modulator (cancer), Immuneering Corp	Discovery	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1046215	Immuneering	ancestor	145283	allosteric PI3K-alpha inhibitors (cancer), Immuneering Corp	Discovery	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1046215	Immuneering	ancestor	145233	covalent MEK inhibitor (cancer), Immuneering Corp	Preclinical	['Cancer']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Cancer']	
1046215	Immuneering	ancestor	143964	IMM-6-415	Preclinical	['Solid tumor']	['Small molecule therapeutic']	['Cancer']	
1046215	Immuneering	ancestor	129754	IMM-1811900	Discovery	['Cancer', 'Colorectal tumor', 'Lung tumor', 'Pancreas tumor']	['Small molecule therapeutic']	['Cancer']	
1046215	Immuneering	ancestor	129753	IMM-2019611	Preclinical	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1046215	Immuneering	ancestor	129752	IMM-1-104	Phase 2 Clinical	['Advanced solid tumor', 'Cancer', 'Lung tumor', 'Metastatic colorectal cancer', 'Metastatic non small cell lung cancer', 'Pancreatic ductal adenocarcinoma', 'Stage IV melanoma']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1209718	ImmunoScape	ancestor	142320	TCR T-cell therapy (cancer), ImmunoScape/PureMHC	Discovery	['Cancer', 'Colorectal tumor', 'Lung tumor']	['Biological therapeutic', 'Immuno-oncology', 'Infusion', 'Intravenous formulation', 'Protein recombinant', 'T-lymphocyte', 'T-lymphocyte cell therapy']	['Cancer']	
1123826	Insilico Medicine	ancestor	172400	ISM-5939	Preclinical	['Cancer', 'Hypophosphatasia', 'Solid tumor']	['Oral formulation', 'Small molecule therapeutic']	['Cancer', 'Endocrine/Metabolic']	
1123826	Insilico Medicine	ancestor	172390	KAT6 inhibitor (ER+/HER2- breast cancer), Insilico Medicine	Preclinical	['Breast tumor']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1123826	Insilico Medicine	ancestor	172389	TEAD modulator (solid tumor), Insilico Medicine	Preclinical	['Solid tumor']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Cancer']	
1123826	Insilico Medicine	ancestor	172386	cMYC modulator (solid tumor), Insilico Medicine	Discovery	['Solid tumor']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Cancer']	
1123826	Insilico Medicine	ancestor	172312	INS018-055 (inhalant formulation), Insilico Medicine	Preclinical	['Idiopathic pulmonary fibrosis']	['Inhalant formulation', 'Small molecule therapeutic']	['Respiratory']	
1123826	Insilico Medicine	ancestor	165943	ISM-4312A	Preclinical	['Cancer', 'Solid tumor']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1123826	Insilico Medicine	ancestor	163103	ISM-6466A	Preclinical	['Cancer', 'Solid tumor']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Cancer']	
1123826	Insilico Medicine	ancestor	147006	ISM-3412	Preclinical	['Cancer']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1123826	Insilico Medicine	ancestor	145587	ISM-3312	Phase 1 Clinical	['Coronavirus disease 19 infection']	['Oral formulation', 'Small molecule therapeutic']	['Infection']	
1123826	Insilico Medicine	ancestor	143122	ISM012-042	Preclinical	['Inflammatory bowel disease']	['Oral formulation', 'Small molecule therapeutic']	['Gastrointestinal']	
1123826	Insilico Medicine	ancestor	143121	ISM-4808	Preclinical	['Anemia', 'End stage renal disease']	['Capsule formulation', 'Oral formulation', 'Small molecule therapeutic']	['Genitourinary/Sexual Function', 'Hematologic']	
1123826	Insilico Medicine	ancestor	141751	ISM004-1057D	Phase 1 Clinical	['Acute myelogenous leukemia', 'Cancer', 'Non-Hodgkin lymphoma', 'Solid tumor']	['Immuno-oncology', 'Small molecule therapeutic', 'Systemic formulation unspecified']	['Cancer', 'Genitourinary/Sexual Function']	
1123826	Insilico Medicine	ancestor	140030	INS018-055	Phase 2 Clinical	['Idiopathic pulmonary fibrosis', 'Renal fibrosis']	['Capsule formulation', 'Intravenous formulation', 'Oral formulation', 'Small molecule therapeutic']	['Genitourinary/Sexual Function', 'Respiratory']	
1123826	Insilico Medicine	ancestor	166424	ISM-3091	Phase 1 Clinical	['Advanced solid tumor', 'Metastatic breast cancer', 'Metastatic ovary cancer', 'Metastatic prostate cancer']	['Capsule formulation', 'Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1123826	Insilico Medicine	ancestor	144434	GB-701	No Development Reported	[]	['Ophthalmic formulation', 'Small molecule therapeutic', 'Systemic formulation unspecified']	['Ocular']	Preclinical
1123826	Insilico Medicine	ancestor	136505	therapeutic program (hematological malignancy), Insilico Medicine/BioNova Pharmaceuticals	No Development Reported	[]	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Cancer']	Discovery
1123826	Insilico Medicine	ancestor	111726	CLK inhibitor (Duchenne muscular dystrophy/ rare diseases therapy/cancer), Consortium/A2A/Insilico	No Development Reported	[]	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Musculoskeletal', 'Cancer']	Preclinical
1123826	Insilico Medicine	ancestor	109279	JAI-001	No Development Reported	[]	['Small molecule therapeutic']	['Other/Miscellaneous']	Preclinical
1106466	Lantern Pharma	ancestor	98907	irofulven-2	Phase 1 Clinical	['Advanced solid tumor', 'Bladder cancer', 'Brain tumor', 'Breast tumor', 'Central nervous system tumor', 'Glioblastoma', 'Glioma', 'Lung tumor', 'Metastasis', 'Metastatic brain cancer', 'Metastatic pancreas cancer', 'Non-small-cell lung cancer', 'Ovary tumor', 'Pancreas tumor', 'Prostate tumor', 'Solid tumor']	['Prodrug', 'Small molecule therapeutic']	['Cancer']	
1106466	Lantern Pharma	ancestor	8934	irofulven	Phase 2 Clinical	['Hormone refractory prostate cancer']	['Infusion', 'Intravenous formulation', 'Small molecule therapeutic']	['Cancer']	
1106466	Lantern Pharma	ancestor	135986	LP-A18	Discovery	['Solid tumor']	['Antibody drug conjugate', 'Biological therapeutic', 'Parenteral formulation unspecified']	['Cancer']	
1106466	Lantern Pharma	ancestor	131278	LP-284	Preclinical	['B-cell lymphoma', 'Cancer', 'Hematological neoplasm', 'High grade B-cell lymphoma', 'Mantle cell lymphoma', 'Non-Hodgkin lymphoma']	['Intravenous formulation', 'Small molecule therapeutic']	['Cancer']	
1106466	Lantern Pharma	ancestor	13071	dimesna	Phase 2 Clinical	['Adenocarcinoma', 'Metastatic non small cell lung cancer', 'Non-small-cell lung cancer']	['Infusion', 'Intravenous formulation', 'Small molecule therapeutic']	['Toxicity/Intoxication', 'Cancer', 'Gastrointestinal']	
1106466	Lantern Pharma	ancestor	104788	LP-400	Discontinued	[]	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Cancer']	Phase 2 Clinical
1187485	Modulus Discovery	ancestor	171904	MOD-000001	Preclinical	['Food hypersensitivity', 'Immediate type hypersensitivity']	['Oral formulation', 'Small molecule therapeutic']	['Immune']	
1187485	Modulus Discovery	ancestor	171590	MOD-B	Preclinical	['Allergy', 'Inflammatory disease']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Immune', 'Inflammatory']	
1187485	Modulus Discovery	ancestor	146417	MOD-06051	Preclinical	['Vasculitis']	['Small molecule therapeutic']	['Cardiovascular']	
1238098	Neuron23	ancestor	163285	anti-Trop2 antibody-drug conjugate (TORPEDO, gastric carcinoma), Peak Bio/Dren Bio/3T Biosciences/Neuron23/Aarvik Therapeutics	Preclinical	['Stomach tumor']	['Antibody drug conjugate', 'Biological therapeutic', 'Monoclonal antibody conjugated', 'Toxin']	['Cancer']	
1238098	Neuron23	ancestor	155283	undisclosed drug target (amyotrophic lateral sclerosis), Neuron23 Inc	Discovery	['Motor neurone disease']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Neurology/Psychiatric']	
1238098	Neuron23	ancestor	152144	NEU-411	Preclinical	['Parkinsons disease']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Neurology/Psychiatric']	
1238098	Neuron23	ancestor	142928	NEU-723	Phase 1 Clinical	['Parkinsons disease']	['Oral formulation', 'Small molecule therapeutic']	['Neurology/Psychiatric']	
1238098	Neuron23	ancestor	131144	TYK2 inhibitor (brain penetrant, systemic inflammation/neuritis), Neuron23	Preclinical	['Inflammatory disease', 'Multiple sclerosis', 'Neuritis']	['Small molecule therapeutic']	['Immune', 'Inflammatory', 'Neurology/Psychiatric']	
1154607	Peptilogics	ancestor	148260	undisclosed epigenetic target therapeutic (metastatic breast cancer), EpiAxis Therapeutics/Peptilogics	Discovery	['Metastatic breast cancer']	['Small molecule therapeutic']	['Cancer']	
1154607	Peptilogics	ancestor	141391	PLG-0206-A	Preclinical	['Joint disease']	['Biological therapeutic', 'Parenteral formulation unspecified', 'Peptide']	['Musculoskeletal']	
1154607	Peptilogics	ancestor	140694	PLGAI-04	Discovery	['Cancer']	['Biological therapeutic', 'Parenteral formulation unspecified', 'Peptide']	['Cancer']	
1154607	Peptilogics	ancestor	140693	PLGAI-03	Discovery	['Cancer']	['Biological therapeutic', 'Parenteral formulation unspecified', 'Peptide']	['Cancer']	
1154607	Peptilogics	ancestor	140692	PLGAI-02	Discovery	['Genetic disorder']	['Biological therapeutic', 'Parenteral formulation unspecified', 'Peptide']	['Other/Miscellaneous']	
1154607	Peptilogics	ancestor	139828	PLG-0301	Preclinical	['Bacterial infection', 'Cystic fibrosis', 'Lung infection', 'Multidrug resistant infection']	['Biological therapeutic', 'Parenteral formulation unspecified', 'Peptide']	['Respiratory', 'Infection']	
1154607	Peptilogics	ancestor	110063	PLG-0206	Phase 1 Clinical	['Bacterial infection', 'Cystic fibrosis', 'Joint infection', 'Lung infection', 'Multidrug resistant infection', 'Staphylococcus aureus infection']	['Biological therapeutic', 'Intravenous formulation', 'Liquid irrigation formulation', 'Local formulation unspecified', 'Peptide']	['Respiratory', 'Infection']	
1096979	Recursion Pharmaceuticals	ancestor	93336	REC-994	Phase 2 Clinical	['Hemangioma']	['Oral formulation', 'Small molecule therapeutic', 'Tablet formulation']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	64087	REC-4881	Phase 2 Clinical	['Advanced solid tumor', 'Familial adenomatous polyposis', 'Hepatocellular carcinoma', 'Metastatic colorectal cancer', 'Ovary tumor', 'Solid tumor']	['Capsule formulation', 'Oral formulation', 'Small molecule therapeutic']	['Cancer', 'Gastrointestinal']	
1096979	Recursion Pharmaceuticals	ancestor	159884	targeted delta immunotherapy (cancer), Recursion Pharmaceuticals	Preclinical	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	150617	REC-64151	Preclinical	['Cancer', 'Non-small-cell lung cancer']	['Small molecule therapeutic']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	150479	RBM-39	Preclinical	['Ovary tumor']	['Small molecule therapeutic']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	150478	targeted beta immunotherapy (cancer), Recursion Pharmaceuticals	Discovery	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	150477	drug candidate (cancer), Recursion Pharmaceuticals	Discovery	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	150461	drug candidate (MYC driven cancers), Recursion Pharmaceuticals	Discovery	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	150307	REC-648918	Preclinical	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	134058	REC-163964	Phase 1 Clinical	['Clostridium difficile infection']	['Oral formulation', 'Small molecule therapeutic']	['Infection']	
1096979	Recursion Pharmaceuticals	ancestor	106641	NF2 gene modulator (neurofibromatosis type-2), Recursion	Phase 1 Clinical	['Neurofibromatosis type II']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	93343	NIPBL gene modulator (Cornelia de Lange syndrome), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
