company_id	company_name	deal_id	company_role	company_type	title	associated_company	associated_company_id	status	deal_type	date_start	most_recent_event_date	max_projected_value_principal_acc	max_projected_value_principal	max_projected_value_partner_acc	max_projected_value_partner
1138966	BenevolentAI	286224	Partner	ancestor	Eli Lilly to validate BenevolentAI's AI-based hypothesis for Baricitinib as COVID-19 treatment	Eli Lilly & Co	17810	Active	Technology - Other Proprietary	2020-02-05		Payment Unspecified	0.0	Unknown	0.0
1138966	BenevolentAI	267037	Partner	ancestor	BenevolentAI and University of California to discover and develop non invasive therapeutic treatments for CCM	University of California San Diego	25451	Active	Drug - Early Research/Development	2020-02-12		Payment Unspecified	0.0	Unknown	0.0
1138966	BenevolentAI	240180	Partner	ancestor	SITraN and BenevolentAI to develop ALS drug candidate   	Sheffield Institute for Translational Neuroscience	1132473	Active	Drug - Early Research/Development	2017-05-25		Payment Unspecified	0.0	Unknown	0.0
1138966	BenevolentAI	218698	Partner	ancestor	BenevolentAI to license Janssen's clinical stage drug candidates and their extensive related portfolio of patents worldwide	Janssen Pharmaceutica NV	17421	Active	Drug - Early Research/Development	2016-11-08		Payment Unspecified	0.0	Unknown	0.0
1184789	BIOAGE LABS	316184	Principal	ancestor	BioAge Labs and University of Iowa to conduct a study to evaluate whether oral drug targeting the aging immune system prevents death From COVID-19 in aged mice	University of Iowa	20594	Active	Drug - Screening/Evaluation	2022-03-21		Payment Unspecified	0.0	Unknown	0.0
1184789	BIOAGE LABS	287160	Partner	ancestor	BioAge to develop and commercialize Amgen’s BGE-105 for the treatment of muscle aging worldwide	Amgen Inc	14109	Active	Drug - Development/Commercialization License	2021-04-14		Payment Unspecified	0.0	Unknown	0.0
1184789	BIOAGE LABS	286703	Partner	ancestor	HitGen and BioAge to discover, develop and commercialize small molecules using DEL technology for aging	HitGen Ltd	1097673	Active	Drug - Development/Commercialization License	2021-04-05		Payment Unspecified	0.0	Unknown	0.0
1184789	BIOAGE LABS	283507	Partner	ancestor	BioAge to develop and commercialize Shionogi's S-555739 for the treatment of COVID-19 infection	Shionogi & Co Ltd	19898	Active	Drug - Development/Commercialization License	2021-01-26		Payment Unspecified	0.0	Unknown	0.0
1184789	BIOAGE LABS	270027	Partner	ancestor	BioAge to develop and commercialize Taisho Pharmaceutical's TS-143 (BGE-117) against aging worldwide, with an option  	Taisho Pharmaceutical Co Ltd	20289	Active	Drug - Development/Commercialization License	2020-04-29		Payment Unspecified	0.0	Unknown	0.0
1102582	BioXcel Therapeutics	260258	Principal	ancestor	US DoD’s CDMRP to fund BioXcel for development of BXCL-501 for ASUD	Congressionally Directed Medical Research Programs	1104143	Active	Drug - Funding	2019-08-20		Payment Unspecified	0.0	Unknown	0.0
1102582	BioXcel Therapeutics	253912	Principal	ancestor	BioXcel and Nektar to evaluate NKTR-214 and  BXCL-701 combination against multiple oncology indications including pancreatic and prostate cancer 	Nektar Therapeutics	17221	Active	Drug - Early Research/Development	2017-11-13		Payment Unspecified	0.0	Unknown	0.0
1102582	BioXcel Therapeutics	160635	Principal	ancestor	Alnylam to discover RNA interference therapeutic products against serious diseases using BioXcel's BDI-Lab platform	Alnylam Pharmaceuticals Inc	29927	Active	Technology - Other Proprietary	2016-05-24		Payment Unspecified	0.0	Unknown	0.0
1102582	BioXcel Therapeutics	156827	Principal	ancestor	Pronutria to use BioXcel's Big Data Innovation Lab to develop biologics for diseases of unmet need    	Axcella Health Inc	1070009	Active	Technology - Other Proprietary	2015-10-20		Payment Unspecified	0.0	Unknown	0.0
1102582	BioXcel Therapeutics	328952	Partner	ancestor	Worldwide Clinical Trials to conduct a phase III study of BioXcel Therapeutics’ BXCL-501 against Schizophrenia and Bipolar Disorder	Worldwide Clinical Trials Inc	1054439	Active	Drug - Development Services	2022-12-20		Payment Unspecified	0.0	Unknown	0.0
1102582	BioXcel Therapeutics	300330	Partner	ancestor	Cognitive Research to conduct a phase I clinical study of BioXcel Therapeutics' BXCL-501 for schizophrenia	Cognitive Research Corp	1050885	Active	Drug - Development Services	2021-08-27		Payment Unspecified	0.0	Unknown	0.0
1102582	BioXcel Therapeutics	281562	Partner	ancestor	Yale University to evaluate BioXcel Therapeutics’BXCL-501 in PTSD patients 	Yale University	20703	Active	Drug - Early Research/Development	2020-12-07		Payment Unspecified	0.0	Unknown	0.0
1102582	BioXcel Therapeutics	264753	Partner	ancestor	MD Anderson Cancer Center to conduct phase II clinical trial of BioXcel's BXCL-701 in combination with pembrolizumab against advanced solid tumors	MD Anderson Cancer Center	23382	Active	Drug - Early Research/Development	2019-11-20		Payment Unspecified	0.0	Unknown	0.0
1164801	Celsius Therapeutics	312389	Principal	ancestor	Adimab and Celsius Therapeutics to discover therapeutic IgGs and bispecific antibodies	Adimab LLC	1043519	Active	Drug - Discovery/Design	2021-12-31		Payment Unspecified	0.0	Unknown	0.0
1164801	Celsius Therapeutics	282078	Principal	ancestor	Servier and Celsius to develop and commercialize drug targets against colorectal cancer  	Les Laboratories Servier SAS	19863	Active	Drug - Development/Commercialization License	2020-12-21		>	1400.0	Unknown	0.0
1164801	Celsius Therapeutics	308963	Partner	ancestor	Applied BioMath and Celsius Therapeutics to develop a semi-mechanistic pharmacokinetic / receptor occupancy model of a monoclonal antibody for the treatment of IBD	Applied BioMath LLC	1123230	Active	Technology - Other Proprietary	2021-12-06		Payment Unspecified	0.0	Unknown	0.0
1164801	Celsius Therapeutics	273083	Partner	ancestor	University Hospital Munich and Celsius to evaluate children with very early onset IBD 	University Hospital Munich	1042240	Active	Technology - Other Proprietary	2020-07-01		Payment Unspecified	0.0	Unknown	0.0
1164801	Celsius Therapeutics	273081	Partner	ancestor	Cleveland Clinic and Celsius Therapeutics to evaluate Crohn’s disease patients who develop disease recurrence following intestinal resection 	The Cleveland Clinic Foundation	22123	Active	Technology - Other Proprietary	2020-07-01		Payment Unspecified	0.0	Unknown	0.0
1164801	Celsius Therapeutics	273079	Partner	ancestor	University of Oxford and Celsius to evaluate a large number of longitudinal samples who respond to or fail anti-TNFα therapy 	University of Oxford	22182	Active	Technology - Other Proprietary	2020-07-01		Payment Unspecified	0.0	Unknown	0.0
1164801	Celsius Therapeutics	260520	Partner	ancestor	Celsius Therapeutics and Parker Institute to research on molecular mechanisms and targets for immune checkpoint inhibitor therapies in cancers 	Parker Institute for Cancer Immunotherapy	1122335	Active	Drug - Early Research/Development	2019-09-19		Payment Unspecified	0.0	Unknown	0.0
1164801	Celsius Therapeutics	257532	Partner	ancestor	Celsius to identify the predictive response biomarkers in Janssen's VEGA study using single cell genomics and machine learning platform	Janssen Biotech Inc	26997	Active	Drug - Early Research/Development	2019-07-09		Payment Unspecified	0.0	Unknown	0.0
1164801	Celsius Therapeutics	247282	Partner	ancestor	Celsius Therapeutics to use Harbour BioMed's H2L2 fully human antibody discovery platform to discover fully human mAbs 	Harbour BioMed Ltd	1141056	Active	Drug - Discovery/Design	2018-05-31		Payment Unspecified	0.0	Unknown	0.0
1100779	Circle Pharma	162243	Principal	ancestor	Circle Pharma and Pfizer to build screening library of macrocyclic peptides    	Pfizer Inc	18767	Active	Technology - Other Proprietary	2016-09-12		Payment Unspecified	0.0	Unknown	0.0
1100779	Circle Pharma	150959	Principal	ancestor	Circle Pharma and Pfizer to develop cell permeable macrocyclic peptide therapeutics             	Pfizer Inc	18767	Active	Drug - Early Research/Development	2014-09-22		Payment Unspecified	0.0	Unknown	0.0
1100779	Circle Pharma	349129	Partner	ancestor	Dana Farber Cancer Institute and Circle Pharma to identify the role of the SAC complex in selective tumor cell killing by cyclin inhibitors	Dana-Farber Cancer Institute Inc	15615	Active	Drug - Early Research/Development	2023-04-19		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	250405	Principal	ancestor	BMS to make equity investment in Compugen 	Bristol-Myers Squibb Co	15065	Completed	Company - M&A (in whole or part)	2018-10-10		=	44.0	Unknown	0.0
27293	Compugen	246255	Principal	ancestor	MedImmune to develop and commercialize Compugen's bi-specific and multi-specific immuno-oncology antibody products	MedImmune LLC	18008	Active	Drug - Development/Commercialization License	2018-04-02		>	420.0	Unknown	0.0
27293	Compugen	153992	Principal	ancestor	Compugen to utilize biological systems and materials from NIH to develop immuno-oncology programs  	National Institutes of Health	20518	Active	Technology - Other Proprietary	2015-04-14		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	146176	Principal	ancestor	Bayer and Compugen to develop and commercialize antibody-based cancer immunotherapies worldwide     	Bayer AG	14455	Active	Drug - Development/Commercialization License	2013-08-05		>	1080.0	Unknown	0.0
27293	Compugen	140126	Principal	ancestor	Merck Serono and Compugen to discover biomarkers for drug-induced toxicity	Merck Serono SA	19862	Active	Company - Joint Venture	2012-06-25		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	137281	Principal	ancestor	BioLineRx to develop and commercialize Compugen discovered drug candidates for various diseases  	BioLineRx Ltd	1008903	Active	Drug - Development/Commercialization License	2011-12-13		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	137140	Principal	ancestor	Pulmonary Fibrosis Foundation to award Compugen funding for the evaluation of CGEN-25009 to treat lung fibrosis 	Pulmonary Fibrosis Foundation	1049810	Active	Drug - Funding	2011-11-29		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	137139	Principal	ancestor	DiscoveRx to screen Compugen's peptide library against GPCR targets using its platform technology and GPCR assays  	DiscoveRx Corp	1002510	Active	Drug - Screening/Evaluation	2011-11-29		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	132566	Principal	ancestor	Seattle Genetics to research antibodies aimed at Compugen-discovered oncology target	Seagen Inc	25554	Active	Drug - Early Research/Development	2010-10-29		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	132514	Principal	ancestor	Compugen and Flamel to jointly develop therapeutic products to the IND stage	Flamel Technologies SA	16192	Active	Drug - Early Research/Development	2010-10-26		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	129135	Principal	ancestor	Compugen to discover therapeutic peptide products for Pfizer’s three drug targets  	Pfizer Inc	18767	Active	Drug - Early Research/Development	2009-12-23		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	128523	Principal	ancestor	Compugen and undisclosed diagnostics partner to jointly research CGEN-226 biomarker for detection of preeclampsia	Undisclosed		Active	Drug - Early Research/Development	2009-11-05		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	128326	Principal	ancestor	Compugen and Bayer Schering Pharma to jointly research therapeutics against Compugen-discovered tumor target 	Bayer Schering Pharma AG	19687	Active	Drug - Screening/Evaluation	2009-10-13		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	126321	Principal	ancestor	Office of the Chief Scientist of Israel to fund development of Compugen's FPRL1 and TP programs	Israeli Government	22310	Active	Drug - Funding	2009-06-24		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	125205	Principal	ancestor	Israeli Office of the Chief Scientist to award Compugen grants for antibody-based target discovery	Israeli Government	22310	Active	Drug - Funding	2009-06-03		=	0.5	Unknown	0.0
27293	Compugen	120309	Principal	ancestor	Undisclosed diagnostic company to acquire option for license of Compugen ovarian cancer biomarker	Undisclosed		Active	Technology - Other Proprietary	2009-02-03		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	118204	Principal	ancestor	Compugen to grant Merck Serono an option to develop CGEN-855 for inflammatory diseases worldwide 	Merck KGaA	18101	Active	Drug - Development/Commercialization License	2008-11-26		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	115388	Principal	ancestor	MGVS to develop therapies incorporating Compugen's VEGF-114	Vessl Therapeutics Ltd	1003855	Active	Drug - Early Research/Development	2003-04-14		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	115387	Principal	ancestor	HGS to utilize Compugen's LEADS computational biology system   	Human Genome Sciences Inc	17002	Active	Technology - Other Proprietary	2000-02-24		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	115385	Principal	ancestor	Kyowa-Hakko Kogyo to utilize Compugen's Gencarta system	Kyowa Hakko Kogyo Co Ltd	17724	Active	Technology - Other Proprietary	2001-07-17		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	315852	Partner	ancestor	XOMA and Compugen to develop COM-902 for various cancers	XOMA Corp	20954	Active	Drug - Development/Commercialization License	2020-12-31		>	1.0	Unknown	0.0
27293	Compugen	307250	Partner	ancestor	University of Texas to conduct a phase I study of Compugen’s COM-902 for advanced solid tumors	MD Anderson Cancer Center	23382	Active	Drug - Early Research/Development	2021-11-12		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	250403	Partner	ancestor	BMS and Compugen to conduct phase I trial of COM-701, Opdivo and BMS-986207 combination in patients with advanced solid tumors	Bristol-Myers Squibb Co	15065	Active	Drug - Screening/Evaluation	2018-10-10		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	245889	Partner	ancestor	Compugen to use Selexis' SURE technology and COM-701 to develop antibody-based therapeutics targeting certain cancers 	Selexis SA	1014100	Active	Technology - Other Proprietary	2018-03-07		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	243891	Partner	ancestor	Compugen and Mount Sinai to collaborate for research and target validation of Compugen's myeloid candidates	Mount Sinai School of Medicine	20631	Active	Technology - Target Validation	2017-11-02		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	243850	Partner	ancestor	Bayer to provide manufacturing services for Compugen's COM-902 against cancer	Bayer Healthcare LLC	1007298	Active	Drug - Development Services	2017-11-06		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	152147	Partner	ancestor	Johns Hopkins University to evaluate Compugen's novel B7/CD28-like immune checkpoint candidates against cancer    	Johns Hopkins University School of Medicine	24056	Active	Drug - Screening/Evaluation	2014-12-18		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	141759	Partner	ancestor	University of Pittsburgh School of Medicine to evaluate Compugen's CGEN-25009 for IPF   	University of Pittsburgh Medical Center	1009750	Active	Drug - Screening/Evaluation	2011-10-12		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	140495	Partner	ancestor	Undisclosed commercial pharma company to evaluate Compugen's CGEN-15051 in CIA model of rheumatoid arthritis  	Undisclosed		Active	Drug - Screening/Evaluation	2012-04-24		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	137141	Partner	ancestor	DiscoveRx and Compugen to collaborate on a pilot study to analyze Compugen's peptides against GPCR targets 	DiscoveRx Corp	1002510	Active	Drug - Early Research/Development	2011-11-29		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	136356	Partner	ancestor	Kennedy Institute of Rheumatology to support the in vivo validation of Compugen's CGEN-15021 in a rheumatoid arthritis model 	Kennedy Institute of Rheumatology	21452	Active	Drug - Early Research/Development	2011-09-13		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	132963	Partner	ancestor	Northwestern University to evaluate Compugen's CGEN-15001 and other B7/CD28 molecules	Northwestern University	20645	Active	Drug - Screening/Evaluation	2010-11-22		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	129579	Partner	ancestor	Compugen and UCSF to collaborate on the discovery of new chemokine protein	University of California San Francisco	24773	Active	Drug - Early Research/Development	2000-10-05		Payment Unspecified	0.0	Unknown	0.0
27293	Compugen	112113	Partner	ancestor	Compugen and Protalix to codevelop FSH variant PRX-111	Protalix BioTherapeutics Inc	1014359	Active	Drug - Development/Commercialization License	2007-03-05		Payment Unspecified	0.0	Unknown	0.0
1152142	Datavant	244916	Principal	ancestor	DCRI to accelerate innovative approaches for clinical trial design and interpretation to Datavant by combined datasets in drug development	Duke Clinical Research Institute	1048337	Active	Drug - Development Services	2018-01-05		Payment Unspecified	0.0	Unknown	0.0
1152142	Datavant	286332	Partner	ancestor	Datavant to map patients real-world and clinical datasets via Saama’s LSAC to improve biopharma offerings	Saama Technologies Inc	1192848	Active	Technology - Other Proprietary	2021-03-23		Payment Unspecified	0.0	Unknown	0.0
1140964	Deep Genomics	279328	Principal	ancestor	BioMarin to identify oligonucleotide drug candidates for rare disease indications using Deep Genomics' artificial intelligence drug discovery platform.	BioMarin Pharmaceutical Inc	25861	Active	Technology - Other Proprietary	2020-11-17		Payment Unspecified	0.0	Unknown	0.0
1140964	Deep Genomics	246379	Partner	ancestor	Wave Life and Deep Genomics to identify therapies for genetic neuromuscular disorders 	Wave Life Sciences Ltd	1088247	Active	Drug - Discovery/Design	2018-04-10		Payment Unspecified	0.0	Unknown	0.0
1194866	Dyno Therapeutics	308833	Principal	ancestor	Astellas Pharma and Dyno Therapeutics to develop next-generation AAV vectors for gene therapy using CapsidMap platform	Astellas Pharma Inc	1013295	Active	Drug - Development/Commercialization License	2021-11-23		>	3236.0	Unknown	0.0
1194866	Dyno Therapeutics	277770	Principal	ancestor	Roche to use Dyno Therapeutics’ CapsidMap platform to develop AAV vectors for gene therapies for CNS diseases and liver-directed therapies	Roche Holding AG	19446	Active	Technology - Other Proprietary	2020-10-14		>	3600.0	Unknown	0.0
1194866	Dyno Therapeutics	270516	Principal	ancestor	Dyno and Sarepta to develop and commercialize gene therapy vectors for muscle diseases worldwide	Sarepta Therapeutics Inc	14240	Active	Drug - Discovery/Design	2020-05-11		>	80.0	Unknown	0.0
1194866	Dyno Therapeutics	270502	Principal	ancestor	Dyno and Novartis to develop and commercialize AAV vectors using CapsidMap for eye diseases worldwide 	Novartis AG	23137	Active	Drug - Discovery/Design	2020-05-11		Payment Unspecified	0.0	Unknown	0.0
1194866	Dyno Therapeutics	284426	Partner	ancestor	Dyno Therapeutics and Google Research to reveal use of AI to generate an unprecedented diversity of adeno-associated virus capsids	Google Inc	1015280	Active	Technology - Other Proprietary	2021-02-11		Payment Unspecified	0.0	Unknown	0.0
1194866	Dyno Therapeutics	270503	Partner	ancestor	Harvard University spins-out Dyno Therapeutics	Harvard University	20584	Completed	Company - M&A (in whole or part)	2020-05-11		Payment Unspecified	0.0	Unknown	0.0
1192966	Empirico	265774	Principal	ancestor	Empirico to use Ionis' antisense technology for the discovery and development of oligonucleotide therapeutics against genetic disorder  	Ionis Pharmaceuticals Inc	17269	Active	Drug - Development/Commercialization License	2020-01-09		>	1320.0	Payment Unspecified	0.0
1026417	e-Therapeutics	271850	Principal	ancestor	e-Therapeutics and Galapagos to identify therapeutics for IPF and fibrosis using Network-driven Drug Discovery technology	Galapagos NV	27741	Active	Drug - Discovery/Design	2020-06-10		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	259003	Principal	ancestor	e-Therapeutics to partner with an undisclosed pharma company to identify novel disease pathways and small molecules using its NDD approach for neurodegenerative disease 	Undisclosed		Active	Drug - Discovery/Design	2019-08-13		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	251958	Principal	ancestor	e-Therapeutics and Novo Nordisk to discover new biological mechanisms and therapeutic approaches for type II diabetes using NDD platform	Novo Nordisk A/S	18614	Active	Drug - Discovery/Design	2018-12-10		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	120885	Principal	ancestor	Khandelwal to develop e-Therapeutics' ETX-9101, ETS-6103, and ETX-1153 in India	Khandelwal Laboratories Ltd	1006427	Active	Drug - Development/Commercialization License	2009-02-24		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	119879	Principal	ancestor	e-Therapeutics and Cresset BioMolecular Discovery to combine computational and chemical comparision technology platforms 	Cresset	1007259	Active	Technology - Other Proprietary	2009-01-26		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	270734	Partner	ancestor	WuXi AppTec to test e-therapeutics’ compounds for the treatment of COVID-19	WuXi AppTec Co Ltd	1014227	Active	Drug - Screening/Evaluation	2020-05-18		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	246707	Partner	ancestor	C4X Discovery Holdings and e-therapeutics to identify novel intervention strategies with potential to treat Parkinson's disease	C4X Discovery Holdings plc	1042758	Active	Technology - Other Proprietary	2018-05-01		Unknown	0.0	Unknown	0.0
1026417	e-Therapeutics	245056	Partner	ancestor	Biorelate to enhance ETX's NDD technology to create new drugs	Biorelate Ltd	1159139	Active	Technology - Other Proprietary	2018-01-15		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	245055	Partner	ancestor	Intellegens to enhance ETX's NDD technology to create new drugs	Intellegens Ltd	1159138	Active	Technology - Other Proprietary	2018-01-15		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	151645	Partner	ancestor	UC San Diego Moores Cancer Center to conduct clinical trials of e-Therapeutics' ETS-2101 against brain cancer 	UC San Diego Moores Cancer Center	1061569	Active	Drug - Development Services	2012-09-25		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	141918	Partner	ancestor	Newcastle University to conduct clinical trial for e-Therapeutics' dexanabinol against solid tumours	University of Newcastle	23309	Active	Drug - Development Services	2012-09-28		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	141917	Partner	ancestor	NIHR to conduct clinical trial for e-Therapeutics' dexanabinol against solid tumours	National Institute for Health Research	1042032	Active	Drug - Development Services	2012-09-28		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	141916	Partner	ancestor	Cancer Research UK to conduct clinical trial for e-Therapeutics' dexanabinol against solid tumours	Cancer Research UK	29469	Active	Drug - Development Services	2012-09-28		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	140221	Partner	ancestor	e-Therapeutics to use undisclosed company's clinical data for the development of its ETS-2101 	Undisclosed		Active	Patent - Exclusive Rights	2012-06-29		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	129598	Partner	ancestor	Infinitus to conduct drug trials for e-Therapeutics	Infinitus Clinical Research	1059962	Active	Drug - Development Services	2010-02-15		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	120858	Partner	ancestor	UK Health Protection Agency to evaluate e-Therapeutics' drugs against resistant strains of bacteria and mycobacteria	Health Protection Agency	1006631	Active	Drug - Screening/Evaluation	2007-01-31		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	120857	Partner	ancestor	Oxford Cardiac Pharmacology to provide cardiovascular testing services to e-Therapeutics	Oxford Cardiac Pharmacology Ltd	1045729	Active	Drug - Development Services	2007-01-31		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	120855	Partner	ancestor	Chakra Biotechnology to provide development services to e-Therapeutics' CNS drugs portfolio	Cerca Insights Sdn Bhd	1003255	Active	Drug - Development Services	2007-01-31		Payment Unspecified	0.0	Unknown	0.0
1026417	e-Therapeutics	120853	Partner	ancestor	Veeda to provide development services to e-Therapeutics' drugs programs	Veeda Oncology	1041981	Active	Drug - Development Services	2007-01-31		Payment Unspecified	0.0	Unknown	0.0
1073911	Evaxion Biotech	328512	Principal	ancestor	Evaxion and ExpreS2ion Biotechnologies to jointly develop a cytomegalovirus vaccine candidate, EVX-V1	ExpreS2ion Biotech Holding AB	1226750	Active	Drug - Development/Commercialization License	2022-12-06		Payment Unspecified	0.0	Unknown	0.0
1073911	Evaxion Biotech	323258	Principal	ancestor	National Institutes of Health to grant for the development of gonorrhea lead vaccine candidate	National Institutes of Health	20518	Active	Drug - Funding	2022-09-06		Payment Unspecified	0.0	Unknown	0.0
1073911	Evaxion Biotech	254980	Principal	ancestor	Innovation Fund to award Evaxion funding to develop a vaccine against cancer  	The Danish National Advanced Technology Foundation	1073267	Active	Drug - Funding	2017-12-31		=	6.0	Unknown	0.0
1073911	Evaxion Biotech	254979	Principal	ancestor	Eurostars to award Evaxion Biotech funding to develop therapeutic antibody for Klebsiella pneumoniae          	European Eurostars Programme	1060488	Active	Drug - Funding	2016-11-01		=	3.57008	Unknown	0.0
1073911	Evaxion Biotech	312137	Partner	ancestor	Evaxion Biotech and Merck to conduct a clinical study to evaluate EVX-01 in patients with metastatic melanoma	Merck & Co Inc	18077	Active	Drug - Early Research/Development	2022-01-26		Payment Unspecified	0.0	Unknown	0.0
1073911	Evaxion Biotech	254996	Partner	ancestor	Copenhagen University to conduct phase I/II trial Evaxion's EVX-01 in combination with anti-PD-1/PD-L1 therapy against melanoma, NSCLC and bladder cancer   	University of Copenhagen	24588	Active	Drug - Screening/Evaluation	2019-04-03		Payment Unspecified	0.0	Unknown	0.0
1073911	Evaxion Biotech	158476	Partner	ancestor	Bavarian Nordic and Evaxion to develop MVA-BN-based vaccine against MRSA  	Bavarian Nordic A/S	24244	Active	Drug - Discovery/Design	2016-02-04		Payment Unspecified	0.0	Unknown	0.0
1102412	Exscientia	311002	Principal	ancestor	Sanofi and Exscientia to apply clinical study develop small molecule candidates across oncology and immunology by leveraging AI-driven platform	Sanofi Aventis Groupe SA	1188227	Active	Drug - Discovery/Design	2022-01-07		=	200.0	>	10400.0
1102412	Exscientia	294593	Principal	ancestor	EQRx and Exscientia to expedite the discovery of small molecule therapeutic drug candidates	EQRx Inc	1203707	Active	Technology - Other Proprietary	2021-06-24		Unknown	0.0	Payment Unspecified	0.0
1102412	Exscientia	292014	Principal	ancestor	Bristol Myers Squibb to in-license an immune-modulating drug candidate created by Exscientia	Bristol-Myers Squibb Co	15065	Active	Drug - Discovery/Design	2021-05-19		>	2420.0	Unknown	0.0
1102412	Exscientia	277598	Principal	ancestor	Blue Oak Pharmaceuticals and Exscientia to develop small molecule drug candidates using Exscientia AI technologies for treatment of brain disorders	Blue Oak Pharmaceuticals Inc	1157504	Active	Drug - Discovery/Design	2020-10-14		Payment Unspecified	0.0	Unknown	0.0
1102412	Exscientia	265834	Principal	ancestor	Exscientia and Bayer to discover small molecule drug candidates using Centaur Chemist AI drug discovery platform for oncology and cardiovascular disease 	Bayer AG	14455	Active	Drug - Development/Commercialization License	2020-01-09		>	533.472	Unknown	0.0
1102412	Exscientia	258231	Principal	ancestor	Exscientia and Rallybio to form joint venture for the discovery of small molecule therapeutics for rare diseases using AI drug discovery platform  	Rallybio Corp	1163805	Active	Company - Joint Venture	2019-07-19		Payment Unspecified	0.0	Unknown	0.0
1102412	Exscientia	256514	Principal	ancestor	Exscientia’s AI-driven drug identification abilities to combine with GT Apeiron Therapeutics' expertise in CDK targets for oncology	GT Apeiron Therapeutics	1188175	Active	Drug - Discovery/Design	2019-06-11		Payment Unspecified	0.0	Unknown	0.0
1102412	Exscientia	254426	Principal	ancestor	Exscientia and Celgene to discover small molecule therapeutic drug candidates in oncology and autoimmunity using Centaur Chemist AI drug discovery platform	Celgene Corporation	15331	Active	Drug - Discovery/Design	2019-03-21		>	50.0	Unknown	0.0
1102412	Exscientia	252635	Principal	ancestor	Exscientia and Roche to discover preclinical drug candidates using Exscientia's AI enabled platform 	Roche Holding AG	19446	Active	Drug - Discovery/Design	2019-01-07		>	134.5494	Unknown	0.0
1102412	Exscientia	240985	Principal	ancestor	Exscientia and GSk to discover selective small molecules for up to 10 disease-related targets using Exscientia's AI enabled platform  	GSK plc	28355	Active	Drug - Discovery/Design	2017-07-02		>~	85.9214	Unknown	0.0
1102412	Exscientia	238574	Principal	ancestor	Ex scientia and an undisclosed US pharmaceutical company to discover bi-specific enzyme inhibitors for metabolic diseases  	Undisclosed		Active	Drug - Discovery/Design	2013-05-14		Payment Unspecified	0.0	Unknown	0.0
1102412	Exscientia	238527	Principal	ancestor	Sanofi and Ex scientia to develop bispecific small molecule drugs for metabolic disease       	Sanofi SA	1009547	Active	Drug - Early Research/Development	2017-05-09		>~	547.834	Unknown	0.0
1102412	Exscientia	160057	Principal	ancestor	Exscientia and Evotec to develop AI-designed A2a receptor antagonist for clinical trial of solid tumor patients	Evotec SE	25829	Active	Drug - Early Research/Development	2016-04-26		~	35.2664	Unknown	0.0
1102412	Exscientia	151568	Principal	ancestor	Ex scientia and Sumitomo Dainippon Pharmay to discover bispecific drugs     	Sumitomo Pharma Co Ltd	1017117	Active	Drug - Discovery/Design	2014-03-01		Payment Unspecified	0.0	Unknown	0.0
